sheet,city,model,strategy,horizon,MAE,WAPE,MAPE,Directional Accuracy,Directional R2
Лист1,Геленджик,Decision Tree,direct,147,3.742410314581759,0.2682650564143908,103.29932384856788,0.17560336354701322,-0.04395427505795113
Лист1,Геленджик,Decision Tree,direct,148,3.862324344316618,0.2768607851687601,113.2072201240504,0.13465108660041497,-0.05130318756744856
Лист1,Геленджик,Decision Tree,direct,149,3.717038338535051,0.26644633157842224,103.49291307341836,0.17047067816970624,-0.05557417529297992
Лист1,Геленджик,Decision Tree,direct,150,3.6137695060318755,0.2590437709694558,102.95879172236494,0.19373157147537404,-0.0551790673540653
Лист1,Геленджик,Decision Tree,direct,151,3.685557269423198,0.2641896921211263,105.30988388593738,0.16850496887626953,-0.050439188516361755
Лист1,Геленджик,Decision Tree,direct,152,3.69079591079861,0.2645652106522275,106.78217692387865,0.17658621819373158,-0.0556616396737184
Лист1,Геленджик,Decision Tree,direct,153,3.7670615004710037,0.27003211326208415,109.44958627322362,0.1500491427323359,-0.0643964713336942
Лист1,Геленджик,Decision Tree,direct,154,3.753858695396418,0.26907317049401425,115.56862087231774,0.23263433813892528,-0.14190754727176458
Лист1,Геленджик,Decision Tree,direct,155,3.72028915571814,0.26666693648090767,112.92841335797303,0.26179554390563564,-0.18621409509553666
Лист1,Геленджик,Decision Tree,direct,156,3.6381105534912397,0.260776449160467,106.4869246562115,0.20565749235474007,-0.08381758065958622
Лист1,Геленджик,Decision Tree,direct,157,3.6874600514715334,0.26431377620480406,109.19049967023729,0.22018348623853212,-0.09185826200635061
Лист1,Геленджик,Decision Tree,direct,158,3.717268084395888,0.2664503888415509,109.70109158046462,0.2470511140235911,-0.08940940920413731
Лист1,Геленджик,Decision Tree,direct,159,3.686005178604228,0.26420949224346274,108.84464900181302,0.22346002621231978,-0.06182288061050656
Лист1,Геленджик,Decision Tree,direct,160,3.9185284678824566,0.28086346462754863,114.40970151358975,0.2872747132714364,-0.2668612294727808
Лист1,Геленджик,Decision Tree,direct,161,3.7197737639466637,0.2666175722687276,108.77493452278424,0.1872200983069361,-0.05816117018483613
Лист1,Геленджик,Decision Tree,direct,162,3.61484011533531,0.25909637436330035,109.58207700961387,0.19814309120699072,-0.06278831984086986
Лист1,Геленджик,Decision Tree,direct,163,3.697023444121783,0.2649869260453371,107.9408354910651,0.16111414527580556,-0.06652450941915622
Лист1,Геленджик,Decision Tree,direct,164,3.7501081460268657,0.26879181183804873,109.18719499242133,0.14494811578372474,-0.06980092933407267
Лист1,Геленджик,Decision Tree,direct,165,3.7073235894333894,0.26572519667986133,110.32670613766157,0.19945385035499727,-0.05813677678793461
Лист1,Геленджик,Decision Tree,direct,166,3.6655285813397698,0.2627295081520059,110.19274810489141,0.22687056253413435,-0.05822370584203029
Лист1,Геленджик,Decision Tree,direct,167,3.6428815017532887,0.2610951176192538,106.86611441760473,0.2214332532226349,-0.0846238936644732
Лист1,Геленджик,Decision Tree,direct,168,3.8548881208875247,0.2762902023707815,111.05603011782183,0.25770155123443306,-0.2356541646736252
Лист1,Геленджик,Random Forest,direct,1,1.7399547992741182,0.12494204786278643,40.79596584558971,0.6156444057086828,-0.009680434238936497
Лист1,Геленджик,Random Forest,direct,2,1.8012710658694777,0.12934502426132322,41.27855878623345,0.622507898463885,-0.003609891664113851
Лист1,Геленджик,Random Forest,direct,3,1.8817970615999648,0.13512740597431622,44.30364245452717,0.6314413334785924,-0.0027056554402620225
Лист1,Геленджик,Random Forest,direct,4,1.9363534800019369,0.13904497362724896,46.227574821520896,0.6364527726331844,0.006223049721506113
Лист1,Геленджик,Random Forest,direct,5,2.002392413315321,0.1437870735773686,47.86809656067057,0.6416821004466717,-0.006802139128258222
